날짜,SPX,VIX,KOSPI,Gold,WTI,DXY,Silver,Copper,USD/GBP,USD/CNY,USD/JPY,USD/EUR,USD/CAD
2016-02-05,2034.494994578862,10.232718312538776,1841.9385551228377,1220.7757522861534,47.562392738039506,98.62264160637153,15.81080205621454,2.5593685048837376,5.0,6.774711853052912,109.24474812564645,5.0,5.0
2016-02-08,2037.273260806073,6.091814163180598,1828.1301379879565,1217.9887225157852,44.745130146661985,98.62258444930579,16.04263175713683,2.58950290743539,5.0,6.817653709978907,110.33893960339564,5.0,5.0
2016-02-09,2015.7629011477832,6.962997772152111,1821.8961014482277,1219.2070746084128,44.63284248428657,98.97285150750719,16.239180840177518,2.5361322317629758,5.0,6.807878539502398,110.41804478101614,5.0,5.0
2016-02-10,2023.5588095515338,10.215614655810786,1806.1201790974621,1229.2276726163648,43.67317804400814,99.67225462500808,16.34098160095033,2.5829445953204027,5.0,6.812234626917447,110.46833573132662,5.0,5.0
2016-02-11,2012.7164968042034,12.463253452429402,1801.157965047445,1215.3751627772428,43.726086702546446,99.74155887340508,16.11013344322474,2.5732065291415083,5.0,6.830806421499045,110.2754921880986,5.0,5.0
2016-02-12,2007.807910896808,13.05457990271987,1834.1626198246643,1197.4615558412,42.38664560564297,99.55913411017984,16.60839830612715,2.5509730555822934,5.0,6.836758215230868,109.78549459206286,5.0,5.0
2016-02-15,1997.0297314996817,12.564396629135805,1851.2087668818283,1192.2895677133588,42.4564246982796,98.65564044888768,16.316015144110082,2.5726745138010947,5.0,6.84292410791356,110.45522917494586,5.0,5.0
2016-02-16,2032.6164898069662,14.04686069263498,1869.6747749229185,1177.7051848599167,42.12688576125096,98.58096087704918,16.51244294764249,2.6163066123389367,5.0,6.83596143870023,111.36746508014497,5.0,5.0
2016-02-17,2033.0025315090606,12.784198358446528,1840.0215597005079,1174.0632781898353,43.325968929211086,98.96105325178935,16.603476548112784,2.649773905038994,5.0,6.8316440720055045,110.88708088642387,5.0,5.0
2016-02-18,2013.3292299922446,13.75952509455853,1816.3691060381673,1178.662774723453,44.48500370414168,99.39464890053738,16.35918231943144,2.665167806233918,5.0,6.812785641201721,110.81679088834733,5.0,5.0
2016-02-19,2029.6166188658267,14.729754078580545,1758.2567134627327,1170.8666502060385,45.14876453017648,99.59893845538583,16.334861457635064,2.698330279239174,5.0,6.830142613173501,110.56368982910877,5.0,5.0
2016-02-22,2006.8475112593756,16.483581235899837,1742.4691450389782,1158.377311310471,44.87367061591287,99.276310138797,16.319950538303083,2.6461332239565265,5.0,6.795662066975352,110.3279333933852,5.0,5.0
2016-02-23,2011.4452707184546,20.698892232471465,1761.7171686935706,1159.1223648796924,46.56089944263197,98.24237315154726,16.589689311321717,2.6307910637924667,5.0,6.815605523408119,110.89760818716627,5.0,5.0
2016-02-24,1974.8376067857066,21.152571571616043,1772.3932367841956,1166.8180836787296,45.19805060451999,97.96991813951394,16.441916528730697,2.6039237161511264,5.0,6.787953528096174,110.21265133261154,5.0,5.0
2016-02-25,1950.6799748841297,20.231497554473993,1768.2931389276705,1152.006789861091,44.002770085711234,97.79834734119667,16.388959881160584,2.6403920469249305,5.0,6.807765905937226,110.42375966475358,5.0,5.0
2016-02-26,1954.9278227048778,20.0815612084623,1768.1968575746937,1159.2868066164053,43.93659050559865,97.62591591077774,15.907905468455775,2.629225342067688,5.0,6.801150725883296,110.76364112175897,5.0,5.0
2016-02-29,1969.189634258443,17.323869290705506,1754.735901778372,1166.5871854996576,45.81165837946018,97.92267577105115,16.256850495809555,2.654742123695378,5.0,6.777007598491218,110.66492912374046,5.0,5.0
2016-03-01,1973.0034393803699,16.315606129536643,1759.1581173434734,1175.1397313916568,45.64011750259952,98.89706046113754,16.038890559026303,2.6711885012956222,5.0,6.789208533400354,111.08481374599644,5.0,5.0
2016-03-02,1971.4737437006797,15.785902165890155,1774.784113938035,1186.1036584815924,45.48568756959038,98.92088385283533,16.10622270100766,2.6453885761124036,5.0,6.808337841434867,111.1277915288052,5.0,5.0
2016-03-03,1966.4904452344133,15.110474460693759,1742.6178889553319,1205.9883402950913,44.249833282088005,98.7741002812004,16.08692336353196,2.6280971711999634,5.0,6.800034579265622,111.7050785740952,5.0,5.0
2016-03-04,1939.6414412636743,15.483483045709654,1748.8845138541192,1202.885627460032,45.04437240036034,98.60900736907435,16.06833764153346,2.6669655753353934,5.0,6.814946617342873,110.90692513589133,5.0,5.0
2016-03-07,1927.0639757894735,14.375678994850873,1767.7221517854564,1204.0251581954772,45.85934685706598,98.63901960514673,16.233563007121383,2.6438320516384146,5.0,6.769670194362772,110.70346825402898,5.0,5.0
2016-03-08,1919.2879509423792,16.238441046095037,1759.7525847716122,1200.378249020613,46.54684655439679,98.19209233286959,16.57666411633085,2.6478901044417613,5.0,6.743909917596026,110.64052700006317,5.0,5.0
2016-03-09,1939.06875910855,16.32682959116758,1774.0833249726286,1200.539089095568,45.99704507447708,98.22834976558524,16.630503256398637,2.624710112956914,5.0,6.77053854661742,109.27801803782685,5.0,5.0
2016-03-10,1945.9802748859047,16.396537629901278,1831.0555169702411,1214.5931771559615,45.38638198018101,98.42918893843944,16.76907812777476,2.6156789170464396,5.0,6.7667124684003745,108.72226149065932,5.0,5.0
2016-03-11,1914.179642678196,15.98486867363684,1829.2524338209923,1202.388573011818,44.28084467455811,98.50544819145789,16.839894094924176,2.6146211897849527,5.0,6.730134639529396,108.30823924857333,5.0,5.0
2016-03-14,1920.6491219237685,16.318411265743464,1837.7732662690125,1194.705459015296,44.35454599475879,98.70411019463111,17.057112832336177,2.5917227970003474,5.0,6.717006642722909,108.77925985349927,5.0,5.0
2016-03-15,1914.2702136364217,17.640138099457744,1822.7579823795568,1207.2851781929958,43.45244486387286,98.88690179541275,16.95898610902174,2.56380632135933,5.0,6.699453600058793,108.41804558180698,5.0,5.0
2016-03-16,1902.6336495441049,16.357435870918504,1826.8657638094771,1216.737978274333,42.48902962436903,97.96321541838128,17.190103384584713,2.5724337402350823,5.0,6.6971370974290405,108.00482563233592,5.0,5.0
2016-03-17,1914.2344977307453,15.452389343759695,1836.7626307165722,1213.5428613183528,42.152192027507034,98.26238618921136,17.431974126448456,2.548100126708367,5.0,6.690736392265742,108.41352026634067,5.0,5.0
2016-03-18,1933.490720704547,15.124180833406713,1841.1850356438315,1221.5252060565672,41.76587487110725,97.9016310425959,17.67110680887585,2.524981354261886,5.0,6.695361344883176,107.60042974078223,5.0,5.0
2016-03-21,1951.1188008950903,13.249165406526554,1820.262093498296,1224.8213659357561,41.34456271608211,97.33567884024201,17.525537244627785,2.49839629477853,5.0,6.694995217126509,106.56880340965263,5.0,5.0
2016-03-22,1936.2661043201936,12.257820346617981,1824.8825289214667,1238.8578894104378,41.71229528885149,96.77673934950967,17.489759039786193,2.4964866540871586,5.0,6.7232150261416175,106.40231922552144,5.0,5.0
2016-03-23,1931.2234439074332,11.830598018970093,1855.5006930763598,1239.703146298862,41.77791824489475,96.99797536775574,17.543913727212185,2.5234976868921715,5.0,6.732589923005303,105.69444264922706,5.0,5.0
2016-03-24,1937.8815405215034,13.45065188909068,1865.3078753913296,1249.4622105204041,41.55372657068441,96.8867283967882,17.24230540648605,2.566905573510227,5.0,6.742580405614148,105.01265857540497,5.0,5.0
2016-03-25,1956.3602008706177,14.071961288139034,1886.0245855218059,1274.5648814197098,41.70074300412471,96.04800943685973,17.59014255361249,2.546082605026838,5.0,6.766670646063967,105.32924888549492,5.0,5.0
2016-03-28,1948.1233167017879,14.5587480907834,1881.3301752126986,1280.4791839886127,40.9226599036633,96.30606815571868,17.588817933125625,2.608464888327817,5.0,6.759561917825056,105.79394331559625,5.0,5.0
2016-03-29,1945.3241515950845,16.007157629496188,1897.7005361741053,1281.1090945988942,41.007326597774956,95.60014272720488,17.65313180165662,2.5790590514945713,5.0,6.735026559368761,106.21043599036635,5.0,5.0
2016-03-30,1925.6055239626128,15.900742065422282,1904.086321891042,1288.257982485692,41.1272929031543,95.69805055191989,17.526202120033698,2.611053137898957,5.0,6.7599908330645615,106.7827199606163,5.0,5.0
2016-03-31,1904.4515344593483,16.591402237044502,1883.9336598386617,1284.8541264745834,39.96233968591994,95.84333900371801,17.234606061837688,2.589997028408622,5.0,6.763407713861401,107.41545992101754,5.0,5.0
2016-04-01,1919.6778295375523,16.506999495793533,1891.11163813245,1308.2004228399996,40.717476382252,96.30926076449117,17.104817480054283,2.5647282558813176,5.0,6.766877699450072,106.3570102173939,5.0,5.0
2016-04-04,1944.8884286596028,16.9796930451033,1870.221718311219,1310.1368953022893,40.042455290928864,97.21391794243478,17.153413605047646,2.543375114690222,5.0,6.754876712522217,106.59864609518469,5.0,5.0
2016-04-05,1944.1824898345685,16.15657040643076,1857.1717317945977,1307.5898131584847,40.11397351312381,96.52730142063581,17.300311504569944,2.5421653496803676,5.0,6.743265222297534,106.34785553444806,5.0,5.0
2016-04-06,1963.2353905327584,12.59051614869458,1861.527159639405,1299.4851525163028,40.999877724455956,96.51051846419156,17.336949185490653,2.559185944678596,5.0,6.760983342961463,105.99066485610837,5.0,5.0
2016-04-07,1970.5672885548204,12.659571597980394,1868.1706633089375,1310.4180494179948,41.720369046168116,96.38214044738562,17.41405833705446,2.5789291358126887,5.0,6.781371542209408,106.29096552365164,5.0,5.0
2016-04-08,1959.1806642465122,15.060715222231284,1843.3497444260083,1319.1642620921552,41.750750033150695,96.6113724814184,17.341497993868636,2.5516318508535734,5.0,6.797641152613295,105.44290812846725,5.0,5.0
2016-04-11,1966.4929687187264,16.59700256448211,1865.7455000171315,1314.3617152667807,41.468046429740035,96.72697941725684,17.451295850388426,2.5233020165332065,5.0,6.814012178959138,104.59292474424642,5.0,5.0
2016-04-12,1995.6964508668389,18.11524866314476,1878.2168038693035,1320.245600323287,42.213876490906884,96.5561667075434,17.7787049026547,2.4973759507747704,5.0,6.825822708809538,104.94378186884481,5.0,5.0
2016-04-13,1995.654413651817,19.96368231269685,1863.580880836467,1305.3472048635535,42.75547637521895,96.3445922790871,17.937982140549046,2.494519970064604,5.0,6.828824049867054,105.21823705891181,5.0,5.0
2016-04-14,2025.7926931859824,19.998484583504162,1831.4599023768772,1307.327800002942,42.259229150987224,95.79947500591334,18.12236009699083,2.4888726438992457,5.0,6.825672335931299,105.31442101625844,5.0,5.0
2016-04-15,1976.28879394538,20.194533915437347,1828.8140823863382,1311.9577849963196,41.62776162494411,96.31741629699833,18.190928285013104,2.462353881556626,5.0,6.850250451250473,104.90132010373428,5.0,5.0
2016-04-18,1992.2645374372926,19.158329376513954,1819.929495591078,1329.0463603192352,40.000762764935686,96.56067006185812,17.847872686383198,2.470174480402367,5.0,6.843024781584413,105.30422171998799,5.0,5.0
2016-04-19,1994.5356747803062,18.62630362364768,1822.625366061806,1321.4604363721419,40.1203767767383,97.02834075951853,17.61438331632507,2.5338411685905027,5.0,6.850709241954106,105.67133094881835,5.0,5.0
2016-04-20,1989.5335915790938,19.518645167122006,1815.4826007302645,1308.8479026847128,40.06085918469585,96.87257587609041,17.71672748935659,2.5196418070103324,5.0,6.83487543578525,105.73726989685389,5.0,5.0
2016-04-21,1991.8902302405186,21.24853956451913,1774.5180358315263,1300.1443893434869,40.924225334608415,96.54670662422139,17.715691875396843,2.5075563088196007,5.0,6.822015077869315,105.17123667725046,5.0,5.0
2016-04-22,1955.1133621236104,20.876943172771675,1767.0561383757808,1287.163148968125,41.20516476158251,96.01661495842235,17.81526938023571,2.52376769379133,5.0,6.817681911122824,104.9869001376132,5.0,5.0
2016-04-25,1951.6757959503955,20.057812116855974,1761.2831972675403,1300.322110663764,42.24740518250667,96.21574145112423,18.192958700558933,2.5080765882680884,5.0,6.802014734032666,105.4359479749993,5.0,5.0
2016-04-26,1958.8811037820524,19.95571344929807,1774.2875496035074,1315.6992782504747,41.693981915753476,95.71153000983763,18.3608171050991,2.5273997931011474,5.0,6.8184616968720695,106.1251841066502,5.0,5.0
2016-04-27,1986.858326398206,20.75973790022684,1760.5928398521914,1319.0407036872252,42.59408763209895,96.66163094412416,18.653485600416445,2.5071086628199875,5.0,6.791908703356809,105.98066396389554,5.0,5.0
2016-04-28,1977.7590458921763,18.455968781015184,1794.4539598692859,1331.3752770559386,42.17171550373811,96.01457703469495,18.677217282245195,2.559490514662435,5.0,6.794433752307646,105.87602084035245,5.0,5.0
2016-04-29,1963.2777237816067,14.988898912258566,1755.9134785824149,1332.8819648917593,42.794783596247804,96.17111555360731,18.488753018431435,2.5698012387972,5.0,6.797611745482952,105.8164160779364,5.0,5.0
2016-05-02,1954.5927758520777,14.313648692408263,1782.3674646783734,1332.0823305381023,41.61841588040968,96.97112059614206,18.47674124537562,2.55204043838752,5.0,6.7619076951891435,105.97569842161252,5.0,5.0
2016-05-03,1972.1199948999908,12.666897618916611,1778.1875895539324,1328.8873575174537,41.80665616500472,97.27124306385113,18.290873455034728,2.535309034602249,5.0,6.753777680302726,105.70540778736638,5.0,5.0
2016-05-04,1978.8722701202653,12.171342441499814,1795.8720012039416,1325.9275430106934,40.24192869867697,97.35365505882,18.65142381380178,2.5208402947760833,5.0,6.759622782662174,104.28126118070693,5.0,5.0
2016-05-05,1969.5947171445305,12.241104841198617,1797.8533445339776,1310.5716680266298,40.041964185714235,96.86234013416265,18.838634806399345,2.560378580110551,5.0,6.768899228614744,104.91483306972341,5.0,5.0
2016-05-06,1979.772364821043,11.849176985604165,1821.4407452035375,1313.3456579215517,40.3783676719507,96.17420873719554,18.96367070879446,2.5238490532249807,5.0,6.765468588299667,105.84302921260745,5.0,5.0
2016-05-09,1982.216902482126,14.335419438030074,1813.8018793127665,1313.1015751482885,39.9840319228805,96.57574961691043,19.260467056711107,2.505034518148061,5.0,6.779679009447783,105.55839899067851,5.0,5.0
2016-05-10,2000.989081603826,15.00876561303205,1791.566895616071,1320.6564329514126,39.19346603795356,97.33730824495969,18.771810642124162,2.4893790933186026,5.0,6.778094289255823,105.04948831631235,5.0,5.0
2016-05-11,1988.3501985023413,15.609038871796692,1820.7791415215272,1321.7473199933129,39.82328548540166,97.11113708482141,18.91239661354347,2.48923262521408,5.0,6.778976876051045,105.01044317195411,5.0,5.0
2016-05-12,1982.8252573992756,16.66189764427196,1818.7975204367276,1320.279021616434,39.74858106927539,96.5393835893168,18.60160504507485,2.481876824955794,5.0,6.784615069050521,104.94658679837019,5.0,5.0
2016-05-13,1976.1082118504974,15.020553085387208,1823.7276432991675,1311.7413677834277,39.38398122721937,95.31951120225595,18.601380930540184,2.4402063944505543,5.0,6.803731986279952,105.47488021896797,5.0,5.0
2016-05-16,1949.408112526206,16.72819311224825,1849.6230865654113,1312.6129868948663,39.418289541443684,94.86273855637957,18.529806882027152,2.4294340655526856,5.0,6.7906989663002415,105.5274511376008,5.0,5.0
2016-05-17,1955.4815596425644,16.678137026832648,1828.3471313716725,1320.094351329488,41.38556682262249,94.84865536400245,18.685762311255743,2.426980942011948,5.0,6.781509034018375,105.1558652110392,5.0,5.0
2016-05-18,1960.9260129200454,17.749951101352835,1841.0553228486451,1308.8421538485668,42.29102177058541,95.69124387714078,18.740964812262582,2.409985007083478,5.0,6.768723559013698,104.52510183364979,5.0,5.0
2016-05-19,1961.643276399678,16.15466769672496,1829.106201589304,1309.8634264229254,43.22353635920487,96.05398584571445,19.0600531369361,2.4290391913040157,5.0,6.762735986895791,104.99266790772312,5.0,5.0
2016-05-20,1957.9177632348535,13.916296162864615,1826.7279118711465,1312.3268692084814,43.582741963035765,96.22544883115353,18.91702980774814,2.4546513674506922,5.0,6.791946992122907,105.322496849228,5.0,5.0
2016-05-23,1932.354139281609,15.347315841758927,1828.58748276207,1305.3597102018418,43.72332424218781,96.0408800238799,19.08753593299508,2.452761840623001,5.0,6.803941763548888,105.87955181978164,5.0,5.0
2016-05-24,1925.287009325986,16.044564338817256,1797.8443479195412,1299.7143840552096,41.74692794099367,95.76847956477432,19.12806231256073,2.459465590705901,5.0,6.781800259827767,105.41666292622328,5.0,5.0
2016-05-25,1919.6634626178788,14.789258790340128,1782.3239724714485,1302.1348444629175,41.21456454649489,96.49593377223282,18.735490284743705,2.399491462963085,5.0,6.770382319216855,106.36171474672521,5.0,5.0
2016-05-26,1905.720280162399,13.64530122891108,1809.9823241749361,1291.1333546477736,40.84352475548468,96.60638436716735,18.52014241528244,2.3883198890099866,5.0,6.778485752106299,105.50625034572934,5.0,5.0
2016-05-27,1903.4209402039378,15.55118834408768,1828.5289890940035,1294.7023342222976,39.399593244782324,95.5629563338635,18.486640947180245,2.415815791097476,5.0,6.7609631677271125,105.88598835297279,5.0,5.0
2016-05-30,1911.2923129871438,13.889511087582305,1827.593050411567,1286.0936055973307,38.54092885669907,95.25492738323761,18.747171934536585,2.4045042846274405,5.0,6.747151551072182,104.95233708584462,5.0,5.0
2016-05-31,1945.9636177356776,16.559044963087135,1832.993905135823,1296.5797265187439,37.10123532812352,94.86072081968705,18.858187558414507,2.3846894524806257,5.0,6.774814986640304,104.58764802413694,5.0,5.0
2016-06-01,1949.7914558135744,15.280161612960978,1827.242000122845,1319.6476487182238,37.07730921120704,94.63037439870457,18.58229674932254,2.446561680845543,5.0,6.763173399137639,105.40228300911956,5.0,5.0
2016-06-02,1955.1554934733201,16.373741420725505,1855.7115678221944,1311.2181853153998,37.653957307492526,94.95922224087303,18.550921410412602,2.4973166895934935,5.0,6.782950868462539,105.84394230626636,5.0,5.0
2016-06-03,1954.4008279596464,15.962126636065754,1851.8639874247303,1316.669285774481,38.444518613374925,94.94631535515845,19.023994704899643,2.5108542657253166,5.0,6.808642577910844,105.5923926754601,5.0,5.0
2016-06-06,1919.5866492750579,16.96880145088598,1857.0996790011363,1309.5927087074563,38.74892441122905,94.94895634455345,19.052162532892936,2.5435784304679157,5.0,6.794430123197911,105.35705022729465,5.0,5.0
2016-06-07,1919.7151228777939,16.204190375170395,1881.6007164984208,1320.0536325055498,38.04651822397493,95.64671379832501,18.97510511774566,2.4796819913377006,5.0,6.777158721450778,105.43379078043942,5.0,5.0
2016-06-08,1921.417108339162,16.04979149730343,1865.3885598325592,1307.5851887676586,36.66036050766012,95.32554897746517,19.09416825192559,2.4578336463774657,5.0,6.772250286113901,105.71652336801539,5.0,5.0
2016-06-09,1966.74893019199,16.208680685531842,1898.72943429026,1312.4911726040073,35.44608385638698,96.29113776085956,19.27932848469132,2.4450288890981797,5.0,6.751116480269859,106.36514782567659,5.0,5.0
2016-06-10,1963.7984528810862,14.794965467583042,1866.155993174526,1303.9860609178224,34.598846190886924,95.96966120995683,19.170056800371498,2.4387776465920066,5.0,6.754281575438565,106.15337934511558,5.0,5.0
2016-06-13,1970.0174390346874,16.066453712334077,1901.0098482289047,1302.1010071882,34.02040523248491,96.03486708406398,19.292960099927953,2.425519487032703,5.0,6.750897129324304,105.36595301992084,5.0,5.0
2016-06-14,1969.9966847509777,15.393310677009996,1893.3538519131534,1292.107680299896,33.920398925349964,95.91356794468132,19.214548627093773,2.355675361368339,5.0,6.758854243995409,105.47077780324601,5.0,5.0
2016-06-15,1948.8674672877469,15.180745270149469,1888.5191114484785,1300.293741764425,33.27297597169193,95.99700615253818,19.39020881864886,2.3662668437858767,5.0,6.787498841900089,105.26735460645936,5.0,5.0
2016-06-16,1970.5313136492707,13.830183944729226,1848.4215293055781,1292.2216103379183,33.48876477395041,96.23936202702397,19.433202688205967,2.3811352957008873,5.0,6.804411047305995,104.64436420802055,5.0,5.0
2016-06-17,1985.157699824467,10.1951742592998,1839.2561779693026,1297.767186133143,33.344421783851885,96.47149240652793,19.552747762892903,2.4246692889469075,5.0,6.814673787577712,104.82675502359673,5.0,5.0
2016-06-20,2000.626067763184,10.298873902434556,1817.9357316341989,1294.546012502789,33.353713550376156,96.10550389308709,19.36728117993545,2.4032848229706563,5.0,6.775779450380465,104.75193059631437,5.0,5.0
2016-06-21,1984.0699999041087,14.302853339732202,1805.7707434086187,1293.5799158894924,34.07509016994997,95.56193647650156,19.168420439700903,2.379858383195001,5.0,6.78526807277061,104.93766739358612,5.0,5.0
2016-06-22,2010.9990293147684,15.664617104592628,1803.3175184294187,1295.1787512916144,33.31777407850628,96.84228364242438,19.398278772478292,2.307822163977206,5.0,6.820294285620848,104.52106861955669,5.0,5.0
2016-06-23,1984.9992509316776,15.752495679761404,1823.2599538415682,1287.8741949275286,33.58405432157718,96.60344579977561,19.38041421275334,2.3004147762064195,5.0,6.760482363866474,104.79921319852387,5.0,5.0
2016-06-24,1996.6367827051704,15.470534651960932,1827.9136670480375,1290.0755241901393,33.577851208461816,96.96098310311609,19.451549350277105,2.3241934616674444,5.0,6.774967602906655,104.17267196816114,5.0,5.0
2016-06-27,2038.596744563785,15.630706758580956,1834.6534370329603,1305.1530103981056,33.36889848195621,96.15794278579217,19.37800587319446,2.308347696551535,5.0,6.772405593396992,103.79707955363124,5.0,5.0
2016-06-28,2020.1632876209105,16.569850093414722,1812.2273497483172,1297.6316797270297,33.929800868715,96.03497757012398,19.598958898205478,2.364725458832969,5.0,6.7560476653695485,103.71765164255129,5.0,5.0
2016-06-29,2009.9946941874848,14.870138365780718,1794.4885436279749,1309.28064866962,34.49612898257871,95.99067832673029,19.45043169875395,2.358126776772035,5.0,6.77278999872094,104.63138433360562,5.0,5.0
2016-06-30,2012.525432698575,16.698113989494992,1831.4443076440537,1324.2635343637828,33.88183469273508,96.2472722951596,19.41874597377468,2.3623378805596777,5.0,6.807620166739483,105.05748317454382,5.0,5.0
2016-07-01,2003.5899456818602,17.836280263182108,1816.5400441763018,1316.2510723039081,33.76788512322069,94.90109977876044,19.61258280321298,2.326106495403913,5.0,6.82358668048254,105.62550459493228,5.0,5.0
2016-07-04,1974.868620363221,18.921744838584907,1851.0144302793547,1301.9300877855628,33.95002120570767,95.0261480897244,19.90397418338989,2.3339590127242653,5.0,6.8165449080548965,106.35778806565452,5.0,5.0
2016-07-05,1976.7749996185003,19.53337120487025,1846.2801975857944,1305.0568779051443,33.777555861761364,94.49075440024598,19.774212577654318,2.281854943206822,5.0,6.79809278702646,108.17562625290341,5.0,5.0
2016-07-06,1957.5600225969433,19.486127631167722,1846.6944206210133,1299.8119009056843,34.15367668327549,94.70311216783851,20.264001285462214,2.3000751968570756,5.0,6.801494875767118,108.19466452415361,5.0,5.0
2016-07-07,1966.9416058162083,20.421113103559566,1869.47378929409,1318.3268898650376,34.337880942855016,94.23088532606266,20.345580901631948,2.319242392874786,5.0,6.8194507872359145,108.902918340477,5.0,5.0
2016-07-08,1950.477749727574,21.187778648993653,1896.806089030621,1318.830712074932,35.529800889626834,93.85852627157861,20.07986159379552,2.355264781358491,5.0,6.812112472775061,109.40020678427321,5.0,5.0
2016-07-11,1979.6626777523436,20.497328650132435,1894.7991095584425,1310.9902504206111,34.50511460033289,93.7845419409504,20.17481893494214,2.328305689221915,5.0,6.80674425057817,109.88422096808424,5.0,5.0
